Movie,year,time_minute,imdb_rating,metascore,vote,gross_earning,certificates,genres
Barb and Star Go to Vista Del Mar,(2021),107 min,6.3,64        ,"16,960",-,PG-13,"
Comedy            "
That Thing You Do!,(1996),108 min,6.9,71        ,"68,392",$25.81M,PG,"
Comedy, Drama, Music            "
Richard Jewell,(2019),131 min,7.5,68        ,"84,120",-,R,"
Biography, Crime, Drama            "
Exodus: Gods and Kings,(2014),150 min,6.0,52        ,"167,648",$65.01M,PG-13,"
Action, Adventure, Drama            "
Hush,(I) (2016),82 min,6.6,67        ,"127,684",-,R,"
Horror, Thriller            "
Tootsie,(1982),116 min,7.4,88        ,"105,558",$177.20M,PG,"
Comedy, Drama, Romance            "
Queenpins,(2021),110 min,6.3,45        ,"12,481",-,R,"
Comedy, Crime            "
North Country,(2005),126 min,7.3,68        ,"42,538",$18.32M,R,"
Drama            "
Central Intelligence,(2016),107 min,6.3,52        ,"185,065",$127.44M,PG-13,"
Action, Comedy, Crime            "
Glory,(1989),122 min,7.8,78        ,"133,587",$26.83M,R,"
Biography, Drama, History            "
Christopher Robin,(2018),104 min,7.2,60        ,"76,540",$99.22M,PG,"
Adventure, Comedy, Drama            "
Escape from Pretoria,(2020),106 min,6.8,56        ,"35,192",-,PG-13,"
Crime, Mystery, Thriller            "
TRON,(1982),96 min,6.7,58        ,"120,301",$33.00M,PG,"
Action, Adventure, Sci-Fi            "
Tank Girl,(1995),104 min,5.3,46        ,"32,015",$4.06M,R,"
Action, Comedy, Sci-Fi            "
War for the Planet of the Apes,(2017),140 min,7.4,82        ,"251,062",$146.88M,PG-13,"
Action, Adventure, Drama            "
Body Double,(1984),114 min,6.8,69        ,"33,215",$8.80M,R,"
Crime, Drama, Mystery            "
The Abyss,(1989),140 min,7.5,62        ,"175,432",$54.46M,PG-13,"
Adventure, Drama, Mystery            "
Pitch Perfect 2,(2015),115 min,6.4,63        ,"154,944",$184.30M,PG-13,"
Comedy, Music            "
House of Sand and Fog,(2003),126 min,7.5,71        ,"68,530",$13.01M,R,"
Crime, Drama            "
How to Train Your Dragon: The Hidden World,(2019),104 min,7.4,71        ,"124,055",$160.80M,PG,"
Animation, Action, Adventure            "
Life as a House,(2001),125 min,7.5,45        ,"44,126",$15.65M,R,"
Drama            "
Inside Llewyn Davis,(2013),104 min,7.4,93        ,"152,247",$13.24M,R,"
Comedy, Drama, Music            "
"To Wong Foo, Thanks for Everything! Julie Newmar",(1995),109 min,6.6,60        ,"31,977",$36.47M,PG-13,"
Comedy, Drama            "
The Time Machine,(2002),96 min,5.9,42        ,"124,150",$56.68M,PG-13,"
Action, Adventure, Sci-Fi            "
Heist,(2001),109 min,6.5,66        ,"36,635",$0.05M,R,"
Action, Crime, Drama            "
Rebecca,(I) (2020),123 min,6.0,46        ,"40,923",-,PG-13,"
Drama, Mystery, Romance            "
Aftermath,(IV) (2021),114 min,5.3,-,"15,344",-,TV-MA,"
Drama, Horror, Mystery            "
The Call,(II) (2013),94 min,6.7,51        ,"121,296",$51.87M,R,"
Crime, Drama, Horror            "
Assassination Nation,(2018),108 min,6.0,56        ,"19,021",$1.96M,R,"
Action, Comedy, Crime            "
Cloudy with a Chance of Meatballs,(2009),90 min,6.9,66        ,"227,338",$124.87M,PG,"
Animation, Adventure, Comedy            "
The Poseidon Adventure,(1972),117 min,7.1,70        ,"44,924",$84.56M,PG,"
Action, Adventure, Drama            "
"Lust, Caution",(2007),157 min,7.5,61        ,"41,309",$4.60M,NC-17,"
Drama, History, Romance            "
Onward,(I) (2020),102 min,7.4,61        ,"142,588",$61.56M,PG,"
Animation, Adventure, Comedy            "
You Were Never Really Here,(2017),89 min,6.8,84        ,"117,478",$2.52M,R,"
Crime, Drama            "
August: Osage County,(2013),121 min,7.2,58        ,"89,951",$37.74M,R,"
Comedy, Drama            "
Ella Enchanted,(2004),96 min,6.3,53        ,"67,856",$22.92M,PG,"
Comedy, Family, Fantasy            "
A Series of Unfortunate Events,(2004),108 min,6.8,62        ,"207,055",$118.63M,PG,"
Adventure, Comedy, Family            "
In the Shadow of the Moon,(2019),115 min,6.2,48        ,"51,775",-,TV-MA,"
Crime, Mystery, Sci-Fi            "
Panic Room,(2002),112 min,6.8,65        ,"276,805",$96.40M,R,"
Crime, Drama, Thriller            "
Robin Hood,(2010),140 min,6.6,53        ,"266,519",$105.27M,PG-13,"
Action, Adventure, Drama            "
A Nightmare on Elm Street 3: Dream Warriors,(1987),96 min,6.6,49        ,"79,897",$44.79M,R,"
Fantasy, Horror            "
The Huntsman: Winter's War,(2016),114 min,6.1,35        ,"108,439",$48.39M,PG-13,"
Action, Adventure, Drama            "
Cocoon,(1985),117 min,6.7,65        ,"62,853",$76.11M,PG-13,"
Comedy, Drama, Sci-Fi            "
Big Eyes,(I) (2014),106 min,7.0,62        ,"92,212",$14.48M,PG-13,"
Biography, Crime, Drama            "
Australia,(2008),165 min,6.6,53        ,"123,984",$49.55M,PG-13,"
Adventure, Drama, Romance            "
Austin Powers: The Spy Who Shagged Me,(1999),95 min,6.6,59        ,"230,588",$206.04M,PG-13,"
Action, Adventure, Comedy            "
Bad Teacher,(2011),92 min,5.6,47        ,"202,043",$100.29M,R,"
Comedy, Romance            "
There's Someone Inside Your House,(2021),96 min,4.8,45        ,"14,847",-,TV-MA,"
Horror, Mystery, Thriller            "
John Q,(2002),116 min,7.0,30        ,"132,787",$71.76M,PG-13,"
Crime, Drama, Thriller            "
Street Fighter,(1994),102 min,4.0,34        ,"71,031",$33.42M,PG-13,"
Action, Adventure, Comedy            "
The Constant Gardener,(2005),129 min,7.4,82        ,"140,279",$33.58M,R,"
Drama, Mystery, Romance            "
The Time Machine,(1960),103 min,7.5,67        ,"40,943",-,G,"
Adventure, Romance, Sci-Fi            "
Dawn of the Planet of the Apes,(2014),130 min,7.6,79        ,"435,104",$208.55M,PG-13,"
Action, Adventure, Drama            "
Rough Night,(2017),101 min,5.2,51        ,"51,681",$22.06M,R,"
Comedy            "
Soul Surfer,(2011),112 min,7.0,53        ,"49,360",$43.85M,PG,"
Biography, Drama, Family            "
Resident Evil: Retribution,(2012),95 min,5.3,39        ,"141,145",$42.35M,R,"
Action, Horror, Sci-Fi            "
The Naked Gun: From the Files of Police Squad!,(1988),85 min,7.6,76        ,"166,410",$78.76M,PG-13,"
Comedy, Crime            "
Stripes,(1981),106 min,6.8,68        ,"73,232",$85.30M,R,"
Comedy, War            "
The Big Sick,(2017),120 min,7.5,86        ,"133,382",$42.87M,R,"
Comedy, Drama, Romance            "
To All the Boys I've Loved Before,(2018),99 min,7.0,64        ,"103,809",-,TV-14,"
Comedy, Drama, Romance            "
The Right Stuff,(1983),193 min,7.8,91        ,"60,985",$21.50M,PG,"
Adventure, Biography, Drama            "
National Lampoon's European Vacation,(1985),95 min,6.1,47        ,"65,287",$49.40M,PG-13,"
Adventure, Comedy            "
Licence to Kill,(1989),133 min,6.6,58        ,"103,500",$34.67M,PG-13,"
Action, Adventure, Thriller            "
Van Wilder,(2002),92 min,6.3,26        ,"109,473",$21.01M,R,"
Comedy, Romance            "
xXx: Return of Xander Cage,(2017),107 min,5.2,42        ,"91,435",$44.90M,PG-13,"
Action, Adventure, Comedy            "
Bridge of Spies,(2015),142 min,7.6,81        ,"307,106",$72.31M,PG-13,"
Drama, History, Thriller            "
Striking Distance,(1993),102 min,5.8,36        ,"42,717",$23.80M,R,"
Action, Crime, Mystery            "
Sex and the City 2,(2010),146 min,4.5,27        ,"79,409",$95.35M,R,"
Comedy, Drama, Romance            "
The Big Chill,(1983),105 min,7.1,61        ,"37,189",$56.20M,R,"
Comedy, Drama            "
Hotel Mumbai,(2018),123 min,7.6,62        ,"62,151",$9.65M,R,"
Action, Drama, History            "
Final Destination 3,(2006),93 min,5.8,41        ,"140,324",$54.10M,R,"
Horror, Mystery, Thriller            "
The Birds,(1963),119 min,7.7,90        ,"185,776",$11.40M,PG-13,"
Drama, Horror, Mystery            "
Rio,(2011),96 min,6.9,63        ,"223,811",$143.62M,G,"
Animation, Adventure, Comedy            "
Ophelia,(I) (2018),106 min,6.5,60        ,"11,058",$0.05M,PG-13,"
Drama, Romance, Thriller            "
Intrusion,(II) (2021),92 min,5.2,39        ,"15,773",-,TV-14,"
Drama, Thriller            "
George of the Jungle,(1997),92 min,5.5,53        ,"77,044",$105.26M,PG,"
Action, Adventure, Comedy            "
Hachi: A Dog's Tale,(2009),93 min,8.1,-,"278,860",-,G,"
Biography, Drama, Family            "
A Good Year,(2006),117 min,6.9,47        ,"95,042",$7.46M,PG-13,"
Comedy, Drama, Romance            "
I Am Number Four,(2011),111 min,6.1,36        ,"236,695",$55.10M,PG-13,"
Action, Adventure, Sci-Fi            "
Stuck in Love.,(2012),97 min,7.2,49        ,"87,630",$0.08M,R,"
Comedy, Drama, Romance            "
Demolition Man,(1993),115 min,6.7,34        ,"173,361",$58.06M,R,"
Action, Sci-Fi, Thriller            "
Die Hard 2,(1990),124 min,7.1,67        ,"357,685",$117.54M,R,"
Action, Thriller            "
Fracture,(2007),113 min,7.2,68        ,"203,235",$39.02M,R,"
Crime, Drama, Thriller            "
Love Hard,(2021),104 min,6.3,42        ,"49,337",-,TV-MA,"
Comedy, Romance            "
Spartacus,(1960),197 min,7.9,87        ,"133,539",$30.00M,PG-13,"
Adventure, Biography, Drama            "
The Expendables,(2010),103 min,6.4,45        ,"341,964",$103.07M,R,"
Action, Adventure, Thriller            "
Godzilla,(I) (1998),139 min,5.4,32        ,"192,266",$136.31M,PG-13,"
Action, Sci-Fi, Thriller            "
Seven Psychopaths,(2012),110 min,7.1,66        ,"254,514",$15.02M,R,"
Comedy, Crime            "
The Dukes of Hazzard,(2005),104 min,5.1,33        ,"78,689",$80.27M,PG-13,"
Comedy            "
The Poughkeepsie Tapes,(2007),81 min,6.0,-,"19,164",-,R,"
Horror, Mystery, Thriller            "
The Hustle,(I) (2019),93 min,5.4,35        ,"58,396",$35.42M,PG-13,"
Comedy, Crime            "
"Hail, Caesar!",(2016),106 min,6.3,72        ,"133,411",$30.08M,PG-13,"
Comedy, Drama, Mystery            "
The Astronaut's Wife,(1999),109 min,5.3,37        ,"55,332",$10.67M,R,"
Drama, Sci-Fi, Thriller            "
Leaving Las Vegas,(1995),111 min,7.5,82        ,"123,193",$31.97M,R,"
Drama, Romance            "
You're Next,(2011),95 min,6.5,66        ,"97,646",$18.47M,R,"
Horror, Thriller            "
Changeling,(2008),141 min,7.8,63        ,"253,125",$35.74M,R,"
Biography, Crime, Drama            "
Wicker Park,(2004),114 min,6.9,40        ,"56,086",$12.83M,PG-13,"
Drama, Mystery, Romance            "
"I, Robot",(2004),115 min,7.1,59        ,"531,390",$144.80M,PG-13,"
Action, Mystery, Sci-Fi            "
Transformers: Revenge of the Fallen,(2009),149 min,5.9,35        ,"403,430",$402.11M,PG-13,"
Action, Adventure, Sci-Fi            "
It's a Mad Mad Mad Mad World,(1963),210 min,7.5,59        ,"41,495",$46.30M,G,"
Action, Adventure, Comedy            "
xXx,(2002),124 min,5.8,48        ,"179,201",$142.11M,PG-13,"
Action, Adventure, Thriller            "
Coming 2 America,(2021),110 min,5.3,52        ,"68,445",-,PG-13,"
Comedy            "
Being John Malkovich,(1999),113 min,7.8,90        ,"331,064",$22.86M,R,"
Comedy, Drama, Fantasy            "
Geostorm,(2017),109 min,5.3,21        ,"106,125",$33.70M,PG-13,"
Action, Sci-Fi, Thriller            "
3 Ninjas,(1992),84 min,5.2,36        ,"21,659",$29.00M,PG,"
Action, Comedy, Family            "
The Nightmare Before Christmas,(1993),76 min,7.9,82        ,"327,624",$75.08M,PG,"
Animation, Family, Fantasy            "
Alvin and the Chipmunks,(2007),92 min,5.2,39        ,"84,553",$217.33M,PG,"
Animation, Adventure, Comedy            "
Creep,(I) (2014),77 min,6.3,74        ,"53,026",-,R,"
Horror, Thriller            "
Pocahontas,(I) (1995),81 min,6.7,58        ,"183,923",$141.60M,G,"
Animation, Adventure, Drama            "
The Equalizer 2,(2018),121 min,6.7,50        ,"155,340",$102.08M,R,"
Action, Crime, Thriller            "
Frida,(2002),123 min,7.3,61        ,"89,105",$25.89M,R,"
Biography, Drama, Romance            "
Kick-Ass 2,(2013),103 min,6.5,41        ,"269,489",$28.80M,R,"
Action, Comedy, Crime            "
Man of Tai Chi,(2013),105 min,6.0,52        ,"38,731",$0.10M,R,"
Action, Drama            "
9,(I) (2009),79 min,7.0,60        ,"139,184",$31.74M,PG-13,"
Animation, Action, Adventure            "
Ghost Ship,(2002),91 min,5.5,28        ,"100,171",$30.11M,R,"
Horror            "
Friday the 13th Part III,(1982),95 min,5.6,30        ,"53,118",$36.69M,R,"
Horror, Thriller            "
Mortal Engines,(2018),128 min,6.1,44        ,"123,542",$15.95M,PG-13,"
Action, Adventure, Fantasy            "
G.I. Jane,(1997),125 min,6.0,62        ,"81,246",$48.17M,R,"
Action, Drama, War            "
Barry Lyndon,(1975),185 min,8.1,89        ,"164,598",-,PG,"
Adventure, Drama, War            "
Spenser Confidential,(2020),111 min,6.2,49        ,"86,004",-,R,"
Action, Comedy, Crime            "
Superman Returns,(2006),154 min,6.1,72        ,"281,660",$200.08M,PG-13,"
Action, Adventure, Sci-Fi            "
Doomsday,(2008),105 min,5.9,51        ,"76,795",$10.96M,R,"
Action, Sci-Fi, Thriller            "
Angel Has Fallen,(2019),121 min,6.4,45        ,"95,155",$69.03M,R,"
Action, Thriller            "
Cold Pursuit,(2019),119 min,6.2,57        ,"68,168",$32.14M,R,"
Action, Comedy, Crime            "
The Conversation,(1974),113 min,7.8,87        ,"110,193",$4.42M,PG,"
Drama, Mystery, Thriller            "
Taken 3,(2014),108 min,6.0,26        ,"190,754",$89.26M,PG-13,"
Action, Crime, Thriller            "
The Foreigner,(I) (2017),113 min,7.0,55        ,"113,033",$34.39M,R,"
Action, Thriller            "
Wild Orchid,(1989),105 min,4.5,19        ,"12,166",$11.06M,R,"
Drama, Romance            "
127 Hours,(2010),94 min,7.6,82        ,"372,074",$18.34M,R,"
Biography, Drama            "
Blood Red Sky,(2021),121 min,6.1,43        ,"45,998",-,TV-MA,"
Action, Adventure, Fantasy            "
Three Days of the Condor,(1975),117 min,7.4,63        ,"55,033",$41.51M,R,"
Crime, Mystery, Thriller            "
Diary of a Wimpy Kid,(2010),94 min,6.2,56        ,"49,023",$64.00M,PG,"
Comedy, Drama, Family            "
The Goldfinch,(2019),149 min,6.3,40        ,"22,217",$5.33M,R,"
Drama            "
Olympus Has Fallen,(2013),119 min,6.5,41        ,"273,067",$98.93M,R,"
Action, Thriller            "
Rent,(2005),135 min,6.8,53        ,"53,084",$29.08M,PG-13,"
Drama, Musical, Romance            "
The Jungle Book,(1967),78 min,7.6,65        ,"179,400",$141.84M,G,"
Animation, Adventure, Comedy            "
Wall Street,(1987),126 min,7.3,56        ,"153,862",$43.85M,R,"
Crime, Drama            "
Buffy the Vampire Slayer,(1992),86 min,5.6,48        ,"44,451",$16.62M,PG-13,"
Action, Comedy, Fantasy            "
R.I.P.D.,(2013),96 min,5.6,25        ,"131,509",$33.62M,PG-13,"
Action, Adventure, Comedy            "
The Babysitter: Killer Queen,(2020),101 min,5.8,22        ,"37,999",-,TV-MA,"
Comedy, Horror            "
The Professor and the Madman,(2019),124 min,7.2,27        ,"45,001",-,Not Rated,"
Biography, Drama, History            "
Superhero Movie,(2008),75 min,4.6,33        ,"68,479",$26.64M,PG-13,"
Action, Comedy, Sci-Fi            "
Midnight Cowboy,(1969),113 min,7.8,79        ,"109,832",$44.79M,R,"
Drama            "
Pet Sematary,(1989),103 min,6.5,38        ,"102,823",$57.47M,R,"
Fantasy, Horror, Thriller            "
Small Soldiers,(1998),110 min,6.2,-,"98,653",$54.68M,PG-13,"
Action, Adventure, Comedy            "
Death Wish,(2018),107 min,6.3,31        ,"71,599",$34.02M,R,"
Action, Crime, Drama            "
Captain Phillips,(2013),134 min,7.8,82        ,"452,319",$107.10M,PG-13,"
Action, Biography, Crime            "
Hollow Man,(2000),112 min,5.8,24        ,"130,519",$73.21M,R,"
Action, Horror, Sci-Fi            "
Enemy at the Gates,(2001),131 min,7.6,53        ,"259,098",$51.40M,R,"
Action, Drama, War            "
The Other Woman,(2014),109 min,6.0,39        ,"139,253",$83.91M,PG-13,"
Comedy, Romance            "
Mannequin,(1987),90 min,5.9,21        ,"31,791",$42.72M,PG,"
Comedy, Fantasy, Romance            "
Bonnie and Clyde,(1967),111 min,7.7,86        ,"111,648",-,R,"
Action, Biography, Crime            "
Bloodsport,(1988),92 min,6.8,29        ,"84,204",$11.81M,R,"
Action, Biography, Drama            "
Minari,(2020),115 min,7.4,89        ,"75,722",-,PG-13,"
Drama            "
Scream 3,(2000),116 min,5.6,56        ,"140,893",$89.14M,R,"
Horror, Mystery            "
Mary Queen of Scots,(2018),124 min,6.3,60        ,"49,552",$16.47M,R,"
Biography, Drama, History            "
The House,(III) (2022),97 min,6.8,-,"13,152",-,TV-MA,"
Animation, Comedy, Drama            "
Hostiles,(2017),134 min,7.2,65        ,"83,178",$29.82M,R,"
Drama, Western            "
High Fidelity,(2000),113 min,7.4,79        ,"178,563",$27.28M,R,"
Comedy, Drama, Music            "
Oculus,(2013),104 min,6.5,61        ,"127,205",$27.70M,R,"
Horror, Mystery            "
Hotel Transylvania,(2012),91 min,7.0,47        ,"249,766",$148.31M,PG,"
Animation, Comedy, Family            "
Teenage Mutant Ninja Turtles: Out of the Shadows,(2016),112 min,5.9,40        ,"92,100",$82.05M,PG-13,"
Action, Adventure, Comedy            "
Overboard,(2018),112 min,6.0,42        ,"38,212",$50.32M,PG-13,"
Comedy, Romance            "
Killing Me Softly,(2002),100 min,5.4,-,"18,180",-,R,"
Drama, Mystery, Romance            "
Hard Target,(1993),97 min,6.2,63        ,"50,900",$32.59M,R,"
Action, Crime, Thriller            "
The 13th Warrior,(1999),102 min,6.6,42        ,"123,724",$32.70M,R,"
Action, Adventure, History            "
Kingpin,(1996),114 min,6.9,43        ,"83,717",$24.94M,PG-13,"
Comedy, Sport            "
The Last Witch Hunter,(2015),106 min,5.9,34        ,"103,176",$27.37M,PG-13,"
Action, Adventure, Fantasy            "
The Call of the Wild,(2020),100 min,6.7,48        ,"47,738",$62.34M,PG,"
Adventure, Drama, Family            "
The Last Boy Scout,(1991),105 min,7.0,52        ,"102,020",$59.51M,R,"
Action, Comedy, Crime            "
Trolls,(2016),92 min,6.4,55        ,"80,530",$153.71M,PG,"
Animation, Adventure, Comedy            "
Airheads,(1994),92 min,6.1,46        ,"50,942",$5.37M,PG-13,"
Comedy, Crime, Music            "
The Frighteners,(1996),110 min,7.1,52        ,"87,678",$16.76M,R,"
Comedy, Fantasy, Horror            "
Final Destination 2,(2003),90 min,6.2,38        ,"164,296",$46.96M,R,"
Horror, Thriller            "
The Postman,(1997),177 min,6.1,29        ,"73,570",$17.63M,R,"
Action, Adventure, Drama            "
Finding Dory,(2016),97 min,7.3,77        ,"268,642",$486.30M,PG,"
Animation, Adventure, Comedy            "
The Wailing,(2016),156 min,7.4,81        ,"65,619",-,TV-MA,"
Drama, Horror, Mystery            "
Isn't It Romantic,(2019),89 min,5.9,60        ,"69,315",$48.79M,PG-13,"
Comedy, Fantasy, Musical            "
The World's End,(2013),109 min,6.9,81        ,"277,700",$26.00M,R,"
Action, Comedy, Sci-Fi            "
Poison Ivy,(1992),93 min,5.4,51        ,"18,583",$1.83M,R,"
Drama, Thriller            "
